	"more"=>	"О боевой магии тебе расскажет Мильтон, о Вызове животных - Серпент на первом этаже. Кроме того, Лорд Хаген во дворе рыцарей владеет палладинской магией, можешь сходить и туда. Ну и я тоже могу тебя кое-чему научить...|Я хочу учиться|tren|Ясно|mag",
	"tren"=>	"Выбери, что тебя интересует|Я хочу повысить интеллект|int|Медитация|med|Я хочу выучить заклинания|spell|Нет, ничего|begin",
	"spell"=>	"Я могу научить тебя следующим заклинаниям:|Создать еду|create|Лечение|heal|Исцеление|healgr|Воскрешение|res|Пометить|mark|Возвращение|recall|Я передумал|tren",
	"int"=>	"Интеллект очень важен дял мага, так как он определяет твой запас маны. Я помогу развить твой интеллект за 150 монет|Согласен|intnow|Я передумал|tren",
	"intnow"=>	"skill|int|150",
	"med"=>	"Навык медитации тоже очень важен для мага, он определяет, насколько выстро восстанавливается твоя мана. А кроме того, ты можешь использовать этот навык напрямую, тогда мана восстановится еще быстрее. Но учти, что у тебя должно быть время и никто не должен нарушать твоей концентрации, иначе ничего не получится... Я научу тебя за 300 монет|Согласен|mednow|Не надо|tren",
	"mednow"=>	"skill|meditation|300",
	"create"=>	"Это заклинание позволяет создать еду. [улыбается ]Очень удобно, если тебе нужно подкрепиться. Да и не сложное оно, идеально подходит для тренировки. Стоит 100 монет|Согласен|createnow|Не надо|tren",
	"createnow"=>	"magic|magic.createfood|100",
	"heal"=>	"Немного залечивает раны. Стоит 200 монет|Согласен|healnow|Не надо|tren",
	"healnow"=>	"magic|magic.heal|200",
	"healgr"=>	"Залечивает сильные раны. Сложней, чем простое лечение. Стоит 400 монет|Согласен|healgrnow|Не надо|tren",
	"healgrnow"=>	"magic|magic.heal.great|400",
	"res"=>	"Позволяет оживить призрака. Очень сложное заклинание. Стоит 1000 монет|Согласен|resnow|Не надо|tren",
	"resnow"=>	"magic|magic.ressurect|1000|3",
	"mark"=>	"Позволяет пометить руну перемещения, если потом использовать на нее заклинание Возвращение, то будешь мгновенно перенесен в это место. Стоит 500 монет|Согласен|marknow|Не надо|tren",
	"marknow"=>	"magic|magic.mark|500",
	"recall"=>	"Это заклинание нужно использовать на руну перемещения (неважно, твою или кто ее тебе даст), и ты будешь тут же перенесен в это место! Стоит 500 монет|Согласен|recallnow|Не надо|tren",
	"recallnow"=>	"magic|magic.recall|500",
	"end"=>	"Ступай с миром",
),
"npc.Serpent"=>array(
	"begin"=>	"Добро пожаловать в зал монстрологии, уважаемый <name>. Здесь ты можешь узнать о волшебных существах, развить некотоыре свои навыки и выучить новые заклинания.|Что за волшебные животные?|mag|Я хочу пройти обучение|tren|Нет, пока|end",
	"mag"=>	"Хм.. На свете много чудес, оглянись вокруг, видишь эти чучела и картины? Это лишь малая толика того, что есть в этом мире. Но тебя наверно интересуют более приземленные вещи, я прав?|Расскажи о призываемых|run|Какие монстры есть в окрестностях?|more|Рад бы поболтать, но дела не ждут|begin",
	"run"=>	"Те животные, которых ты можешь призвать, отличаются от обычных. Их нельзя освежевать после их гибели, они исчезают когда истечет их срок в жтом мире и тому подобное. Хоть их названия как и у зверей или монстров, встречаемых на свободе, характеристики вызываемых могут сильно отличаться.|Ясно|mag",
	"more"=>	"В окрестных лесах много чего ходит... Обычное зверье на тебя не нападет первым, кроме хищшиков, конечно. А вот если повстречает чудовище или нежить, тут даже и не пробуй договориться. [улыбается ]Ну разве только с помощью магии.|Ясно|mag",
	"tren"=>	"Выбери, что тебя интересует|Я хочу узнать о спиритизме|spir|Я хочу выучить заклинания|spell|Нет, ничего|begin",
	"spell"=>	"Я могу научить тебя следующим заклинаниям:|Призвать Волка|wolf|Призвать Скелета|skel|Призвать Голема|gol|Призвать Демона|dem|Зачаровать|charm|Привлечь|charme|Усмирить|peace|Тишина|pall|Безумие|sil|Я передумал|tren",
	"spir"=>	"Как ты знаешь, человек после смерти становится призраком. Чтобы он ни сказал, никто его не поймет. Но если развить свой навык спиритизма, то на высшем уровне ты сможешь понять абсолютно любого призрака! Я научу тебя как это делать за 70 монет|Согласен|spirnow|Не надо|tren",
	"spirnow"=>	"skill|spirit|70",
	"wolf"=>	"Это заклинание стоит 200 монет|Согласен|wolfnow|Не надо|tren",
	"wolfnow"=>	"magic|magic.summon.wolf|200",
	"skel"=>	"Это заклинание стоит 300 монет|Согласен|skelnow|Не надо|tren",
	"skelnow"=>	"magic|magic.summon.skeleton|300",
	"gol"=>	"Это заклинание стоит 400 монет|Согласен|golnow|Не надо|tren",
	"golnow"=>	"magic|magic.summon.golem|400",
	"dem"=>	"Это заклинание стоит 500 монет. Если призовешь демона в городе, на тебя набросится стража.|Согласен|demnow|Не надо|tren",
	"demnow"=>	"magic|magic.summon.demon|500",
	"charm"=>	"Позволяет зачаровать ненадолго животное, оно будет повсюду следовать за вами. Стоит 300 монет|Согласен|charmnow|Не надо|tren",
	"charmnow"=>	"magic|magic.charm|300",
	"charme"=>	"Позволяет привлечь на свою сторону одного врага. Стоит 400 монет|Согласен|charmenow|Не надо|tren",
	"charmenow"=>	"magic|magic.charm.enemy|400",
	"peace"=>	"Один враг на время забывает о тебе. Стоит 300 монет|Согласен|peacenow|Не надо|tren",
	"peacenow"=>	"magic|magic.peace|300",
	"pall"=>	"На время успокаиваются все враждующие стороны. Стоит 500 монет|Согласен|pallnow|Не надо|tren",
	"pallnow"=>	"magic|magic.silence|500",
	"mad"=>	"Кто-то из присутствующих впадает в безумие и набрасывается на другого, неважно, зверь то или человек. Стоит 1000 монет|Согласен|madnow|Не надо|tren",
	"madnow"=>	"magic|magic.maddnes|1000",
	"end"=>	"Ступай с миром",
),
"npc.Milton"=>array(
	"begin"=>	"Рад тебя видеть, <name>. Хочешь развить свою магию или выучить новые боевые заклинания?|Я хочу развить навыки|tren|Я хочу выучить заклинания|spell|Нет, пока|end",
	"tren"=>	"Хорошо, вот магические навыки, которым я могу тебя обучить:|Магия|mag|Уклонение от магии|ukl|Сопротивление магии|resist|Я лучше изучу заклинания|spell|Спасибо, мне пора|end",
	"mag"=>	"Навык магии определяет вероятность успешного заклинания. Кроме того, от навыка магии зависит, какой сложности заклинания доступны магу. Так, с низким уровнем, маг вообще не сможет использовать сложные заклинания. По сути, этот навык и интеллект - главные параметры мага. Я научу тебя за 200 монет.|Согласен|magnow|Не надо|tren",
	"magnow"=>	"skill|magic|200",
	"ukl"=>	"В случае успеха маг может вообще избежать урона от магической атаки. И хоть это бывает редко, но стоит 200 монет, как думаешь?|Верно|uklnow|Я так не думаю|tren",
	"uklnow"=>	"skill|magic_uklon|200",
	"resist"=>	"Сопротивление магии не так эффективно, как уклонение, но зато получается гораздо чаще. В случае успеха урон от магической атаки уменьшается. Стоимость обучени 200 монет.|Хорошо|resistnow|Нет, не пойдет|tren",
	"resistnow"=>	"skill|magic_resist|200",
	"spell"=>	"Выбери, какое заклинание тебя интересует|Магическая стрела|mar|Огненная стрела|far|Ледяной кулак|lk|Огненный столб|fb|Ледяной луч|ll|Струя пламени|fs|Молния|li|Водяной вал|lv|Землетрясение|zt|Что насчет навыков?|tren|Спасибо, мне пора|end",
	"mar"=>	"Самое слабое боевое заклинание. Стоит 50 монет|Согласен|marnow|Не надо|tren",
	"marnow"=>	"magic|magic.war.arrow|50",
	"far"=>	"Стоит 100 монет|Согласен|farnow|Не надо|tren",
	"farnow"=>	"magic|magic.war.firearrow|100",
	"lk"=>	"Это заклинание может причить уже существенный урон. Стоит 150 монет|Согласен|lknow|Не надо|tren",
	"lknow"=>	"magic|magic.war.icefirst|150",
	"fb"=>	"Среднее боевое заклинание. Стоит 250 монет|Согласен|fbnow|Не надо|tren",
	"fbnow"=>	"magic|magic.war.firebolt|200",
	"ll"=>	"Одно из самых мощных боевых заклинаний. Стоит 350 монет|Согласен|llnow|Не надо|tren",
	"llnow"=>	"magic|magic.war.iceray|350",
	"fs"=>	"Лучшее из боевых заклинания на одну цель. Стоит 500 монет|Согласен|fsnow|Не надо|tren",
	"fsnow"=>	"magic|magic.war.firestreem|500",
	"lv"=>	"Ледяной вал наносит урон всем, кроме кастующего. Стоит 400 монет|Согласен|lvnow|Не надо|tren",
	"lvnow"=>	"magic|magic.all.watergross|400",
	"li"=>	"Молния может как не нанести урон, так и сжечь на месте. Стоит 300 монет|Согласен|linow|Не надо|tren",
	"linow"=>	"magic|magic.war.lighting|300",
	"zt"=>	"Наносит большой урон всем, включая кастующего. Стоит 700 монет|Согласен|ztnow|Не надо|tren",
	"ztnow"=>	"magic|magic.all.earthquake|700",
	"end"=>	"Ступай с миром",
),
"npc.Raks"=>array(
	"begin"=>	"Что тебе надо?|Я тоже хочу стать сильным, как ты!|tren|Ты чем-нибудь торгуешь?|ask|Ничего, до встречи!|end",
	"ask"=>	"Я что, похож на торговца? Я делаю оружие и броню, а продают другие. Видишь вход на севере? Там бронник Силт, продает отличную броню, а на юге вход в магазин оружейника Планта.|Ясно, бывай|end",
	"tren"=>	"Ха! Потягай с мое, станешь не хуже. Впрочем, за две сотни монет я тебе покажу пару трюков, как прокачать мышцы.|Согласен, вот деньги|trennow|Дорого берешь, мастер, в другой раз|end",
	"trennow"=>	"skill|str|200",
	"end"=>	"Ну и ты бывай!",
),
"npc.Silt"=>array(
	"begin"=>	"Проходи, <name>, выбирай что нравится. У меня лучшая бронь во всем городе. Впрочем, я не только продаю, но и покупаю броню|Покажи свои товары|buy|Я хочу продать|sell|Хм.. мне не нужна броня|end",
	"end"=>	"Понадобится надежная броня, приходи",
),
"npc.Plant"=>array(
	"begin"=>	"Добро пожаловать, <name>. У меня все виды оружия, лучший выбор! А если хочешь что-нибудь продать, передай мне предмет, о цене сговоримся!|Ты можешь меня научить сражаться?|tren|Покажи свои товары|buy|Я хочу продать оружие|sell|Зайду в другой раз|end",
	"tren"=>	"Если хочешь, научу владеть мечом. Не так здорово, как учат во дворе рыцарей, но и так уж никудышно, как у этих охотников [улыбается]. Это будет стоить тебе 180 монет.|Согласен, вот деньги|trennow|Я подумаю...|end",
	"trennow"=>	"skill|coldweapon|180|0|4",
	"end"=>	"Пока, заглядывай почаще",
),
	);
